customerkey,geographykey,fullname,gender,yearlyincome,datefirstpurchase,city,state,region,postalcode
15949,339,KatherineGreen,F,130000,23-12-2021,Mill Valley,California,United States,94941
15950,543,ErinPeterson,F,70000,09-10-2022,Lebanon,Oregon,United States,97355
15951,637,JennaBaker,F,70000,21-04-2022,Seattle,Washington,United States,98104
15952,638,EvanCooper,M,90000,16-12-2021,Sedro Woolley,Washington,United States,98284
15953,298,JulioMoreno,M,60000,05-12-2021,Bellflower,California,United States,90706
15954,298,MarshallDeng,M,100000,16-12-2021,Bellflower,California,United States,90706
15955,302,NeilOrtega,M,110000,09-06-2022,Burlingame,California,United States,94010
15956,348,RyanLi,M,130000,27-11-2022,Oakland,California,United States,94611
15957,355,SamuelRoss,M,130000,22-07-2022,Redwood City,California,United States,94063
15958,612,NicoleRoss,F,90000,23-05-2022,Burien,Washington,United States,98168
15959,634,LoganRodriguez,M,100000,27-12-2021,Redmond,Washington,United States,98052
15960,314,BriannaBryant,F,120000,25-12-2022,Daly City,California,United States,94015
15961,368,AshleyWalker,F,150000,04-12-2021,Santa Cruz,California,United States,95062
15962,547,BenjaminWinter,M,90000,23-11-2022,Portland,Oregon,United States,97205
15963,633,MadisonSmith,F,90000,03-04-2022,Puyallup,Washington,United States,98371
15964,331,StevenCox,M,130000,07-12-2021,La Jolla,California,United States,92806
15965,361,JenniferWatson,F,150000,16-12-2021,San Gabriel,California,United States,91776
15966,548,NatalieFoster,F,60000,30-08-2022,Salem,Oregon,United States,97301
15967,612,DakotaDiaz,M,70000,15-05-2022,Burien,Washington,United States,98168
15968,385,EdwardGonzalez,M,70000,16-12-2021,Woodland Hills,California,United States,91364
15969,545,SeanMurphy,M,90000,30-11-2021,Milwaukie,Oregon,United States,97222
15970,300,SamuelThompson,M,80000,28-05-2022,Beverly Hills,California,United States,90210
15971,623,RyanJenkins,M,50000,19-06-2022,Kirkland,Washington,United States,98033
15972,301,CaitlinBailey,F,70000,30-11-2021,Burbank,California,United States,91502
15973,638,ChristopherGarcia,M,60000,03-12-2022,Sedro Woolley,Washington,United States,98284
15974,52,MarcusGreen,M,80000,21-02-2022,Langley,British Columbia,Canada,V3A 4R2
15975,609,GabrielleCollins,F,90000,18-09-2022,Bellingham,Washington,United States,98225
15976,611,KristopherPatel,M,90000,09-12-2021,Bremerton,Washington,United States,98312
15977,612,JuliaHarris,F,90000,28-10-2022,Burien,Washington,United States,98168
15978,614,XavierWalker,M,90000,23-11-2022,Edmonds,Washington,United States,98020
15979,626,NicoleCook,F,90000,26-06-2022,Lynnwood,Washington,United States,98036
15980,632,GabrielleMorgan,F,100000,13-12-2021,Port Orchard,Washington,United States,98366
15981,552,GabrielPowell,M,100000,04-05-2022,W. Linn,Oregon,United States,97068
15982,300,JoseEvans,M,110000,01-10-2022,Beverly Hills,California,United States,90210
15983,358,AlexisRoss,F,160000,10-12-2021,San Carlos,California,United States,94070
15984,369,NathanWright,M,170000,12-12-2021,Santa Monica,California,United States,90401
15985,372,DevinJohnson,M,170000,25-12-2021,Spring Valley,California,United States,91977
15986,307,DaltonSanchez,M,60000,05-12-2021,Chula Vista,California,United States,91910
15987,642,NicoleKelly,F,60000,21-12-2021,Tacoma,Washington,United States,98403
15988,547,EdwardMoore,M,70000,26-10-2022,Portland,Oregon,United States,97205
15989,302,SavannahCampbell,F,70000,01-12-2021,Burlingame,California,United States,94010
15990,331,EduardoRichardson,M,70000,20-12-2021,La Jolla,California,United States,92806
15991,635,DavidTaylor,M,70000,07-12-2021,Renton,Washington,United States,98055
15992,358,IsabelleAlexander,F,70000,26-12-2021,San Carlos,California,United States,94070
15993,55,SpencerColeman,M,60000,23-05-2022,Newton,British Columbia,Canada,V2L3W8
15994,612,OliviaBlue,F,40000,15-12-2021,Burien,Washington,United States,98168
15995,315,KaitlynJohnson,F,40000,14-08-2022,Downey,California,United States,90241
15996,60,EmilyBarnes,F,40000,15-05-2022,Port Hammond,British Columbia,Canada,V6B 3P7
15997,59,MelissaJenkins,F,70000,09-08-2022,Oak Bay,British Columbia,Canada,V8P
15998,307,MarissaFlores,F,70000,08-09-2022,Chula Vista,California,United States,91910
15999,632,MariaHill,F,70000,06-09-2022,Port Orchard,Washington,United States,98366
16000,70,GabrielleRamirez,F,70000,09-08-2022,Westminster,British Columbia,Canada,V3L 1E7
16001,301,RicardoPal,M,80000,08-03-2022,Burbank,California,United States,91502
16002,552,PaigeHayes,F,110000,03-03-2022,W. Linn,Oregon,United States,97068
16003,348,CarolRobinson,F,130000,03-04-2022,Oakland,California,United States,94611
16004,611,JoeMartinez,M,90000,11-09-2022,Bremerton,Washington,United States,98312
16005,50,JordanHill,M,90000,09-02-2022,Haney,British Columbia,Canada,V2W 1W2
16006,372,AngelicaHenderson,F,110000,27-05-2022,Spring Valley,California,United States,91977
16007,611,JanelleGonzalez,F,90000,29-08-2022,Bremerton,Washington,United States,98312
16008,623,MorganAllen,F,110000,11-01-2023,Kirkland,Washington,United States,98033
16009,68,MatthewMartinez,M,170000,01-08-2022,Vancouver,British Columbia,Canada,V7L 4J4
16010,326,NicoleWood,F,120000,29-07-2022,Grossmont,California,United States,91941
16011,62,MariaMurphy,F,130000,28-08-2022,Royal Oak,British Columbia,Canada,V8X
16012,65,GraceCooper,F,90000,27-04-2022,Shawnee,British Columbia,Canada,V9B 5T2
16013,536,XavierWilliams,M,90000,17-02-2022,Beaverton,Oregon,United States,97005
16014,301,ChristopherWilson,M,120000,02-08-2022,Burbank,California,United States,91502
16015,335,JessicaCooper,F,30000,21-01-2022,Lemon Grove,California,United States,91945
16016,37,BradleyShe,M,20000,03-07-2022,Seaford,Victoria,Australia,3198
16017,347,JeremyRamirez,M,60000,31-07-2022,Novato,California,United States,94947
16018,358,EmmaHenderson,F,60000,04-02-2022,San Carlos,California,United States,94070
16019,374,AmberHernandez,F,60000,10-08-2022,Torrance,California,United States,90505
16020,51,ThomasDiaz,M,40000,06-05-2022,Langford,British Columbia,Canada,V9
16021,54,ShelbySanchez,F,40000,27-06-2022,N. Vancouver,British Columbia,Canada,V7L 4J4
16022,607,DevinHernandez,M,40000,06-08-2022,Ballard,Washington,United States,98107
16023,32,WillieZhang,M,10000,12-04-2022,Bendigo,Victoria,Australia,3550
16024,627,IsaacHill,M,40000,09-01-2023,Marysville,Washington,United States,98270
16025,6,JorgeSun,M,10000,03-12-2021,Lavender Bay,New South Wales,Australia,2060
16026,17,ByronJiménez,M,30000,05-12-2021,St. Leonards,New South Wales,Australia,2065
16027,21,AnneVazquez,F,30000,07-12-2021,Caloundra,Queensland,Australia,4551
16028,18,CodyCooper,M,30000,09-12-2021,Sydney,New South Wales,Australia,1002
16029,16,AbbyPatel,F,30000,20-12-2021,Springwood,New South Wales,Australia,2777
16030,25,MaxMartin,M,20000,29-10-2022,Hervey Bay,Queensland,Australia,4655
16031,27,IanAllen,M,30000,03-12-2021,Townsville,Queensland,Australia,4810
16032,2,ColinChavez,M,10000,23-02-2022,Coffs Harbour,New South Wales,Australia,2450
16033,248,EricaLin,F,10000,08-01-2021,London,England,United Kingdom,SW19 3RU
16034,146,PamelaSuri,F,10000,25-11-2022,Frankfurt am Main,Hamburg,Germany,60355
16035,237,SebastianMorgan,M,20000,14-01-2023,Esher-Molesey,England,United Kingdom,EM15
16036,279,MariaLong,F,10000,18-04-2022,York,England,United Kingdom,YO15
16037,162,MelissaKelly,F,10000,13-06-2022,Werne,Nordrhein-Westfalen,Germany,59368
16038,243,RoySai,M,10000,22-08-2022,Leeds,England,United Kingdom,LE18
16039,143,SteveYang,M,10000,18-02-2022,Bonn,Hamburg,Germany,53131
16040,197,CaseyGill,M,20000,03-03-2022,Paris,Seine (Paris),France,75008
16041,208,PedroRaman,M,20000,29-01-2022,Saint Germain en Laye,Yveline,France,78100
16042,209,IanHall,M,20000,29-06-2022,Versailles,Yveline,France,78000
16043,233,MathewRomero,M,10000,13-05-2022,Bracknell,England,United Kingdom,RG12 8TB
16044,124,ConnieRai,F,10000,17-03-2022,Berlin,Hessen,Germany,13441
16045,260,EvelynSara,F,20000,20-01-2021,Milton Keynes,England,United Kingdom,MK8 8ZD
16046,275,RobynGomez,F,20000,03-01-2021,Wokingham,England,United Kingdom,RG41 1QW
16047,175,TaylorJohnson,F,10000,28-11-2022,Saarlouis,Saarland,Germany,66740
16048,147,KelliYang,F,10000,16-04-2022,Hamburg,Hamburg,Germany,20354
16049,119,AshleeNara,F,10000,05-07-2022,Grevenbroich,Bayern,Germany,41485
16050,271,ReginaldMoreno,M,10000,07-03-2022,Warrington,England,United Kingdom,WA1
16051,187,LeonardXu,M,20000,12-09-2021,Lille,Nord,France,59000
16052,193,DannyGutierrez,M,20000,04-09-2021,Paris,Seine (Paris),France,75003
16053,267,FrederickPerez,M,20000,26-01-2021,Runcorn,England,United Kingdom,TY31
16054,275,HectorOrtega,M,20000,07-01-2021,Wokingham,England,United Kingdom,RG41 1QW
16055,171,RyanLee,M,10000,13-04-2022,Neunkirchen,Saarland,Germany,66578
16056,212,AlisonShan,F,10000,25-09-2022,Morangis,Essonne,France,91420
16057,159,MicheleGomez,F,10000,12-02-2022,München,Nordrhein-Westfalen,Germany,80074
16058,251,MargaretZhang,F,10000,01-05-2022,London,England,United Kingdom,SW8 1XD
16059,119,JésusCarlson,M,20000,18-03-2022,Grevenbroich,Bayern,Germany,41485
16060,383,AntonioGriffin,M,50000,23-01-2023,West Covina,California,United States,91791
16061,311,MiguelButler,M,50000,12-08-2022,Concord,California,United States,94519
16062,642,KatherineJohnson,F,50000,17-12-2022,Tacoma,Washington,United States,98403
16063,299,FranciscoKapoor,M,50000,19-07-2022,Berkeley,California,United States,94704
16064,368,IsabellaGriffin,F,50000,28-08-2022,Santa Cruz,California,United States,95062
16065,343,MakaylaTorres,F,50000,10-09-2022,National City,California,United States,91950
16066,337,AlexRamirez,M,50000,12-09-2022,Long Beach,California,United States,90802
16067,641,MariaButler,F,50000,01-09-2022,Spokane,Washington,United States,99202
16068,607,JerryShen,M,50000,18-09-2022,Ballard,Washington,United States,98107
16069,339,BriannaHall,F,50000,12-09-2022,Mill Valley,California,United States,94941
16070,343,SierraPhillips,F,60000,05-01-2023,National City,California,United States,91950
16071,50,TaylorRodriguez,F,60000,10-09-2022,Haney,British Columbia,Canada,V2W 1W2
16072,536,CalebEvans,M,60000,12-10-2022,Beaverton,Oregon,United States,97005
16073,623,MirandaBryant,F,60000,12-12-2022,Kirkland,Washington,United States,98033
16074,633,CalebRoberts,M,60000,16-05-2022,Puyallup,Washington,United States,98371
16075,644,AlexisJohnson,F,60000,26-10-2022,Walla Walla,Washington,United States,99362
16076,648,CatherineRogers,F,60000,15-01-2023,Yakima,Washington,United States,98901
16077,301,StephanieRogers,F,70000,19-09-2022,Burbank,California,United States,91502
16078,326,NicoleJames,F,70000,11-09-2022,Grossmont,California,United States,91941
16079,368,NatalieCarter,F,80000,09-09-2022,Santa Cruz,California,United States,95062
16080,337,OscarPatterson,M,40000,08-09-2022,Long Beach,California,United States,90802
16081,298,ArturoCai,M,70000,26-10-2022,Bellflower,California,United States,90706
16082,609,AutumnZeng,F,70000,27-06-2022,Bellingham,Washington,United States,98225
16083,43,MindyRaje,F,40000,18-06-2022,Burnaby,British Columbia,Canada,V3J 6Z3
16084,542,AllisonWright,F,40000,15-12-2022,Lake Oswego,Oregon,United States,97034
16085,50,TrevorGonzales,M,60000,07-02-2022,Haney,British Columbia,Canada,V2W 1W2
16086,298,CharlesWatson,M,70000,28-10-2022,Bellflower,California,United States,90706
16087,299,MicahChen,M,70000,14-10-2022,Berkeley,California,United States,94704
16088,536,BryceSanders,M,40000,21-05-2022,Beaverton,Oregon,United States,97005
16089,62,LucasBrooks,M,50000,20-05-2022,Royal Oak,British Columbia,Canada,V8X
16090,60,EmmaWhite,F,50000,15-10-2022,Port Hammond,British Columbia,Canada,V6B 3P7
16091,315,AlyssaLewis,F,50000,26-06-2022,Downey,California,United States,90241
16092,616,JessicaBryant,F,60000,24-09-2022,Everett,Washington,United States,98201
16093,347,KaitlynMorris,F,60000,28-09-2022,Novato,California,United States,94947
16094,368,KaylaBrown,F,60000,14-09-2022,Santa Cruz,California,United States,95062
16095,316,MarcusGarcia,M,70000,07-10-2022,El Cajon,California,United States,92020
16096,43,KennethShe,M,60000,01-03-2022,Burnaby,British Columbia,Canada,V3J 6Z3
16097,49,JessicaStewart,F,60000,30-01-2022,Cliffside,British Columbia,Canada,V8Y 1L1
16098,69,JasmineDiaz,F,70000,23-01-2022,Victoria,British Columbia,Canada,V8V
16099,637,JulianJenkins,M,70000,29-11-2022,Seattle,Washington,United States,98104
16100,310,JoseJohnson,M,70000,06-10-2022,Colma,California,United States,94014
16101,322,MaryLopez,F,80000,14-10-2022,Fremont,California,United States,94536
16102,310,MarcusAlexander,M,40000,20-09-2022,Colma,California,United States,94014
16103,62,HaleyHill,F,80000,27-02-2022,Royal Oak,British Columbia,Canada,V8X
16104,627,JordanHernandez,F,80000,28-10-2022,Marysville,Washington,United States,98270
16105,536,KristyDiaz,F,80000,29-09-2022,Beaverton,Oregon,United States,97005
16106,62,IanBarnes,M,60000,04-06-2022,Royal Oak,British Columbia,Canada,V8X
16107,644,JordanEdwards,F,50000,14-05-2022,Walla Walla,Washington,United States,99362
16108,614,BryceHoward,M,60000,19-10-2022,Edmonds,Washington,United States,98020
16109,54,AdamTurner,M,60000,25-10-2022,N. Vancouver,British Columbia,Canada,V7L 4J4
16110,69,BrandonLong,M,60000,24-10-2022,Victoria,British Columbia,Canada,V8V
16111,542,AllisonGreen,F,70000,05-10-2022,Lake Oswego,Oregon,United States,97034
16112,299,FrankMunoz,M,70000,01-10-2022,Berkeley,California,United States,94704
16113,302,RogerLal,M,70000,12-10-2022,Burlingame,California,United States,94010
16114,325,GavinRoss,M,70000,17-10-2022,Glendale,California,United States,91203
16115,339,JenniferDiaz,F,70000,28-03-2022,Mill Valley,California,United States,94941
16116,343,BegoñaHurtado,M,70000,25-10-2022,National City,California,United States,91950
16117,609,BradLal,M,40000,21-11-2022,Bellingham,Washington,United States,98225
16118,348,JamesWright,M,70000,21-10-2022,Oakland,California,United States,94611
16119,539,HaileyWatson,F,40000,08-02-2022,Corvallis,Oregon,United States,97330
16120,314,BryceRamirez,M,40000,30-10-2022,Daly City,California,United States,94015
16121,53,KaitlynRoss,F,40000,23-11-2022,Metchosin,British Columbia,Canada,V9
16122,300,JasonPhillips,M,40000,06-10-2022,Beverly Hills,California,United States,90210
16123,50,NataliePatterson,F,40000,05-11-2022,Haney,British Columbia,Canada,V2W 1W2
16124,59,EduardoMurphy,M,40000,18-11-2022,Oak Bay,British Columbia,Canada,V8P
16125,60,VictoriaWatson,F,60000,03-12-2022,Port Hammond,British Columbia,Canada,V6B 3P7
16126,347,FaithKelly,F,60000,29-09-2022,Novato,California,United States,94947
16127,302,AmandaEdwards,F,60000,14-10-2022,Burlingame,California,United States,94010
16128,51,DestinyWard,F,60000,13-12-2022,Langford,British Columbia,Canada,V9
16129,547,JordynRussell,F,40000,12-11-2022,Portland,Oregon,United States,97205
16130,300,MikeSeamans,F,40000,11-09-2022,Beverly Hills,California,United States,90210
16131,301,AlbertRomero,M,40000,05-11-2022,Burbank,California,United States,91502
16132,62,SierraNelson,F,60000,18-01-2022,Royal Oak,British Columbia,Canada,V8X
16133,51,DylanSimmons,M,50000,07-02-2022,Langford,British Columbia,Canada,V9
16134,536,RoyHernandez,M,50000,26-04-2022,Beaverton,Oregon,United States,97005
16135,536,ChelseaRaman,F,50000,04-11-2022,Beaverton,Oregon,United States,97005
16136,611,GeorgeSrini,M,50000,27-11-2022,Bremerton,Washington,United States,98312
16137,631,TimothyKing,M,50000,09-11-2022,Olympia,Washington,United States,98501
16138,315,DavidButler,M,60000,05-11-2022,Downey,California,United States,90241
16139,383,JacquelineAlexander,F,60000,09-11-2022,West Covina,California,United States,91791
16140,59,SethHarris,M,60000,25-03-2022,Oak Bay,British Columbia,Canada,V8P
16141,369,ShelbyRamirez,F,60000,30-10-2022,Santa Monica,California,United States,90401
16142,642,SophiaKing,F,60000,06-11-2022,Tacoma,Washington,United States,98403
16143,329,SaraEvans,F,60000,15-04-2022,Imperial Beach,California,United States,91932
16144,623,PatrickKelly,M,70000,15-10-2022,Kirkland,Washington,United States,98033
16145,633,SydneyAnderson,F,70000,04-10-2022,Puyallup,Washington,United States,98371
16146,609,JacquelynSaunders,F,80000,17-10-2022,Bellingham,Washington,United States,98225
16147,335,NathanGriffin,M,80000,26-10-2022,Lemon Grove,California,United States,91945
16148,337,KarenWalker,F,80000,29-09-2022,Long Beach,California,United States,90802
16149,52,DaltonPerry,M,60000,30-05-2022,Langley,British Columbia,Canada,V3A 4R2
16150,331,NicoleThompson,F,60000,11-11-2022,La Jolla,California,United States,92806
16151,648,ChloeSanchez,F,60000,01-11-2022,Yakima,Washington,United States,98901
16152,361,KatherineEvans,F,70000,20-10-2022,San Gabriel,California,United States,91776
16153,626,EricJai,M,70000,12-08-2022,Lynnwood,Washington,United States,98036
16154,360,JenniferScott,F,70000,11-07-2022,San Francisco,California,United States,94109
16155,33,JoanJenkins,F,80000,05-12-2021,Cranbourne,Victoria,Australia,3977
16156,15,JavierHernandez,M,90000,27-12-2021,Silverwater,New South Wales,Australia,2264
16157,18,CindyRaman,F,90000,17-12-2021,Sydney,New South Wales,Australia,1002
16158,30,KathleenGomez,F,100000,06-12-2021,Perth,South Australia,Australia,6006
16159,28,MindyGoldberg,F,100000,21-12-2021,Cloverdale,South Australia,Australia,6105
16160,7,ErikaHernandez,F,60000,09-12-2021,Malabar,New South Wales,Australia,2036
16161,31,JodiDeng,F,60000,15-12-2021,Hobart,Tasmania,Australia,7001
16162,13,MackenzieMorgan,F,70000,20-07-2022,Port Macquarie,New South Wales,Australia,2444
16163,34,WillieChande,M,60000,06-12-2021,Geelong,Victoria,Australia,3220
16164,36,AmyLiang,F,60000,18-12-2021,Melton,Victoria,Australia,3337
16166,5,AprilGoel,F,70000,12-02-2022,Lane Cove,New South Wales,Australia,1597
16167,39,DevinMoore,M,70000,16-08-2022,Sunbury,Victoria,Australia,3429
16168,2,KathrynAshe,F,70000,21-02-2022,Coffs Harbour,New South Wales,Australia,2450
16169,19,DennisLin,M,70000,14-12-2021,Wollongong,New South Wales,Australia,2500
16170,25,JuanRubio,M,80000,18-08-2022,Hervey Bay,Queensland,Australia,4655
16171,37,BruceRuiz,M,80000,06-04-2022,Seaford,Victoria,Australia,3198
16172,21,JanellePerez,F,80000,02-08-2022,Caloundra,Queensland,Australia,4551
16173,15,CoryRana,M,60000,24-02-2022,Silverwater,New South Wales,Australia,2264
16174,5,MelindaHernandez,F,60000,03-04-2022,Lane Cove,New South Wales,Australia,1597
16175,15,TonyShan,M,60000,11-08-2022,Silverwater,New South Wales,Australia,2264
16176,34,MicheleTorres,F,70000,28-11-2021,Geelong,Victoria,Australia,3220
16177,31,BethanyNath,F,70000,03-06-2022,Hobart,Tasmania,Australia,7001
16178,18,AlfredoCarlson,M,80000,19-04-2022,Sydney,New South Wales,Australia,1002
